word,isPositive,isNegative
showdown,0,1
shrew,0,1
shriek,0,1
shrill,0,1
shrilly,0,1
shrivel,0,1
shroud,0,1
shrouded,0,1
shrug,0,1
shun,0,1
shunned,0,1
sick,0,1
sicken,0,1
sickening,0,1
sickeningly,0,1
sickly,0,1
sickness,0,1
sidetrack,0,1
sidetracked,0,1
siege,0,1
significant,1,0
silent,1,0
sillily,0,1
silly,0,1
simpler,1,0
simplest,1,0
simplified,1,0
simplifies,1,0
simplify,1,0
simplifying,1,0
simplistic,0,1
simplistically,0,1
sin,0,1
sincere,1,0
sincerely,1,0
sincerity,1,0
sinful,0,1
sinfully,0,1
sinister,0,1
sinisterly,0,1
sink,0,1
sinking,0,1
skeletons,0,1
skeptic,0,1
skeptical,0,1
skeptically,0,1
skepticism,0,1
sketchy,0,1
skill,1,0
skilled,1,0
skillful,1,0
skillfully,1,0
skimpy,0,1
skinny,0,1
skittish,0,1
skittishly,0,1
skulk,0,1
slack,0,1
slammin,1,0
slander,0,1
slanderer,0,1
slanderous,0,1
slanderously,0,1
slanders,0,1
slap,0,1
slashing,0,1
slaughter,0,1
slaughtered,0,1
slave,0,1
slaves,0,1
sleazy,0,1
sleek,1,0
slick,1,0
slime,0,1
slog,0,1
slogged,0,1
slogging,0,1
slogs,0,1
sloooooooooooooow,0,1
sloooow,0,1
slooow,0,1
sloow,0,1
sloppily,0,1
sloppy,0,1
sloth,0,1
slothful,0,1
slow,0,1
slowed,0,1
slower,0,1
slowest,0,1
slowly,0,1
slow-moving,0,1
sloww,0,1
slowww,0,1
slowwww,0,1
slug,0,1
sluggish,0,1
slump,0,1
slumping,0,1
slumpping,0,1
slur,0,1
slut,0,1
sluts,0,1
sly,0,1
smack,0,1
smallish,0,1
smart,1,0
smarter,1,0
smartest,1,0
smartly,1,0
smash,0,1
smear,0,1
smell,0,1
smelled,0,1
smelling,0,1
smells,0,1
smelly,0,1
smelt,0,1
smile,1,0
smiles,1,0
smiling,1,0
smilingly,1,0
smitten,1,0
smoke,0,1
smokescreen,0,1
smolder,0,1
smoldering,0,1
smooth,1,0
smoother,1,0
smoothes,1,0
smoothest,1,0
smoothly,1,0
smother,0,1
smoulder,0,1
smouldering,0,1
smudge,0,1
smudged,0,1
smudges,0,1
smudging,0,1
smug,0,1
smugly,0,1
smut,0,1
smuttier,0,1
smuttiest,0,1
smutty,0,1
snag,0,1
snagged,0,1
snagging,0,1
snags,0,1
snappish,0,1
snappishly,0,1
snappy,1,0
snare,0,1
snarky,0,1
snarl,0,1
snazzy,1,0
sneak,0,1
sneakily,0,1
sneaky,0,1
sneer,0,1
sneering,0,1
sneeringly,0,1
snob,0,1
snobbish,0,1
snobby,0,1
snobish,0,1
snobs,0,1
snub,0,1
soapy,0,1
sob,0,1
sober,0,1
sobering,0,1
so-cal,0,1
sociable,1,0
soft,1,0
softer,1,0
solace,1,0
solemn,0,1
solicitous,1,0
solicitously,1,0
solicitude,0,1
solid,1,0
solidarity,1,0
somber,0,1
soothe,1,0
soothingly,1,0
sophisticated,1,0
sore,0,1
sorely,0,1
soreness,0,1
sorrow,0,1
sorrowful,0,1
sorrowfully,0,1
sorry,0,1
soulful,1,0
soundly,1,0
soundness,1,0
sour,0,1
sourly,0,1
spacious,1,0
spade,0,1
spank,0,1
sparkle,1,0
sparkling,1,0
spectacular,1,0
spectacularly,1,0
speedily,1,0
speedy,1,0
spellbind,1,0
spellbinding,1,0
spellbindingly,1,0
spellbound,1,0
spendy,0,1
spew,0,1
spewed,0,1
spewing,0,1
spews,0,1
spilling,0,1
spinster,0,1
spirited,1,0
spiritless,0,1
spiritual,1,0
spite,0,1
spiteful,0,1
spitefully,0,1
spitefulness,0,1
splatter,0,1
splendid,1,0
splendidly,1,0
splendor,1,0
split,0,1
splitting,0,1
spoil,0,1
spoilage,0,1
spoilages,0,1
spoiled,0,1
spoilled,0,1
spoils,0,1
spontaneous,1,0
spook,0,1
spookier,0,1
spookiest,0,1
spookily,0,1
spooky,0,1
spoonfed,0,1
spoon-fed,0,1
spoon-feed,0,1
sporadic,0,1
sporty,1,0
spotless,1,0
spotty,0,1
sprightly,1,0
spurious,0,1
spurn,0,1
sputter,0,1
squabble,0,1
squabbling,0,1
squander,0,1
squash,0,1
squeak,0,1
squeaks,0,1
squeaky,0,1
squeal,0,1
squealing,0,1
squeals,0,1
squirm,0,1
stab,0,1
stability,1,0
stabilize,1,0
stable,1,0
stagnant,0,1
stagnate,0,1
stagnation,0,1
staid,0,1
stain,0,1
stainless,1,0
stains,0,1
stale,0,1
stalemate,0,1
stall,0,1
stalls,0,1
stammer,0,1
stampede,0,1
standout,1,0
standstill,0,1
stark,0,1
starkly,0,1
startle,0,1
startling,0,1
startlingly,0,1
starvation,0,1
starve,0,1
stately,1,0
state-of-the-art,1,0
static,0,1
statuesque,1,0
staunch,1,0
staunchly,1,0
staunchness,1,0
steadfast,1,0
steadfastly,1,0
steadfastness,1,0
steadiest,1,0
steadiness,1,0
steady,1,0
steal,0,1
stealing,0,1
steals,0,1
steep,0,1
steeply,0,1
stellar,1,0
stellarly,1,0
stench,0,1
stereotype,0,1
stereotypical,0,1
stereotypically,0,1
stern,0,1
stew,0,1
sticky,0,1
stiff,0,1
stiffness,0,1
stifle,0,1
stifling,0,1
stiflingly,0,1
stigma,0,1
stigmatize,0,1
stimulate,1,0
stimulates,1,0
stimulating,1,0
stimulative,1,0
sting,0,1
stinging,0,1
stingingly,0,1
stingy,0,1
stink,0,1
stinks,0,1
stirringly,1,0
stodgy,0,1
stole,0,1
stolen,0,1
stooge,0,1
stooges,0,1
stormy,0,1
straggle,0,1
straggler,0,1
straighten,1,0
straightforward,1,0
strain,0,1
strained,0,1
straining,0,1
strange,0,1
strangely,0,1
stranger,0,1
strangest,0,1
strangle,0,1
streaky,0,1
streamlined,1,0
strenuous,0,1
stress,0,1
stresses,0,1
stressful,0,1
stressfully,0,1
stricken,0,1
strict,0,1
strictly,0,1
strident,0,1
stridently,0,1
strife,0,1
strike,0,1
striking,1,0
strikingly,1,0
stringent,0,1
stringently,0,1
striving,1,0
strong,1,0
stronger,1,0
strongest,1,0
struck,0,1
struggle,0,1
struggled,0,1
struggles,0,1
struggling,0,1
strut,0,1
stubborn,0,1
stubbornly,0,1
stubbornness,0,1
stuck,0,1
stuffy,0,1
stumble,0,1
stumbled,0,1
stumbles,0,1
stump,0,1
stumped,0,1
stumps,0,1
stun,0,1
stunned,1,0
stunning,1,0
stunningly,1,0
stunt,0,1
stunted,0,1
stupendous,1,0
stupendously,1,0
stupid,0,1
stupidest,0,1
stupidity,0,1
stupidly,0,1
stupified,0,1
stupify,0,1
stupor,0,1
sturdier,1,0
sturdy,1,0
stutter,0,1
stuttered,0,1
stuttering,0,1
stutters,0,1
sty,0,1
stylish,1,0
stylishly,1,0
stylized,1,0
stymied,0,1
suave,1,0
suavely,1,0
subdued,0,1
subjected,0,1
subjection,0,1
subjugate,0,1
subjugation,0,1
sublime,1,0
submissive,0,1
subordinate,0,1
sub-par,0,1
subpoena,0,1
subpoenas,0,1
subservience,0,1
subservient,0,1
subsidize,1,0
subsidized,1,0
subsidizes,1,0
subsidizing,1,0
substandard,0,1
substantive,1,0
subtract,0,1
subversion,0,1
subversive,0,1
subversively,0,1
subvert,0,1
succeed,1,0
succeeded,1,0
succeeding,1,0
succeeds,1,0
succes,1,0
success,1,0
successes,1,0
successful,1,0
successfully,1,0
succumb,0,1
suck,0,1
sucked,0,1
sucker,0,1
sucks,0,1
sucky,0,1
sue,0,1
sued,0,1
sueing,0,1
sues,0,1
suffer,0,1
suffered,0,1
sufferer,0,1
sufferers,0,1
suffering,0,1
suffers,0,1
suffice,1,0
sufficed,1,0
suffices,1,0
sufficient,1,0
sufficiently,1,0
suffocate,0,1
sugar-coat,0,1
sugarcoated,0,1
sugar-coated,0,1
suicidal,0,1
suicide,0,1
suitable,1,0
sulk,0,1
sullen,0,1
sully,0,1
sumptuous,1,0
sumptuously,1,0
sumptuousness,1,0
sunder,0,1
sunk,0,1
sunken,0,1
super,1,0
superb,1,0
superbly,1,0
superficial,0,1
superficiality,0,1
superficially,0,1
superfluous,0,1
superior,1,0
superiority,1,0
superstition,0,1
superstitious,0,1
supple,1,0
support,1,0
supported,1,0
supporter,1,0
supporting,1,0
supportive,1,0
supports,1,0
suppress,0,1
suppression,0,1
supremacy,1,0
supreme,1,0
supremely,1,0
supurb,1,0
supurbly,1,0
surmount,1,0
surpass,1,0
surreal,1,0
surrender,0,1
survival,1,0
survivor,1,0
susceptible,0,1
suspect,0,1
suspicion,0,1
suspicions,0,1
suspicious,0,1
suspiciously,0,1
sustainability,1,0
sustainable,1,0
swagger,0,1
swamped,0,1
swank,1,0
swankier,1,0
swankiest,1,0
swanky,1,0
sweaty,0,1
sweeping,1,0
sweet,1,0
sweeten,1,0
sweetheart,1,0
sweetly,1,0
sweetness,1,0
swelled,0,1
swelling,0,1
swift,1,0
swiftness,1,0
swindle,0,1
swipe,0,1
swollen,0,1
symptom,0,1
symptoms,0,1
syndrome,0,1
taboo,0,1
tacky,0,1
taint,0,1
tainted,0,1
talent,1,0
talented,1,0
talents,1,0
tamper,0,1
tangle,0,1
tangled,0,1
tangles,0,1
tank,0,1
tanked,0,1
tanks,0,1
tantalize,1,0
tantalizing,1,0
tantalizingly,1,0
tantrum,0,1
tardy,0,1
tarnish,0,1
tarnished,0,1
tarnishes,0,1
tarnishing,0,1
tattered,0,1
taunt,0,1
taunting,0,1
tauntingly,0,1
taunts,0,1
taut,0,1
tawdry,0,1
taxing,0,1
tease,0,1
teasingly,0,1
tedious,0,1
tediously,0,1
temerity,0,1
temper,0,1
tempest,0,1
tempt,1,0
temptation,0,1
tempting,1,0
temptingly,1,0
tenacious,1,0
tenaciously,1,0
tenacity,1,0
tender,1,0
tenderly,1,0
tenderness,0,1
tense,0,1
tension,0,1
tentative,0,1
tentatively,0,1
tenuous,0,1
tenuously,0,1
tepid,0,1
terrible,0,1
terribleness,0,1
terribly,0,1
terrific,1,0
terrifically,1,0
terror,0,1
terror-genic,0,1
terrorism,0,1
terrorize,0,1
testily,0,1
testy,0,1
tetchily,0,1
tetchy,0,1
thank,1,0
thankful,1,0
thankless,0,1
thicker,0,1
thinner,1,0
thirst,0,1
thorny,0,1
thoughtful,1,0
thoughtfully,1,0
thoughtfulness,1,0
thoughtless,0,1
thoughtlessly,0,1
thoughtlessness,0,1
thrash,0,1
threat,0,1
threaten,0,1
threatening,0,1
threats,0,1
threesome,0,1
thrift,1,0
thrifty,1,0
thrill,1,0
thrilled,1,0
thrilling,1,0
thrillingly,1,0
thrills,1,0
thrive,1,0
thriving,1,0
throb,0,1
throbbed,0,1
throbbing,0,1
throbs,0,1
throttle,0,1
thug,0,1
thumb-down,0,1
thumbs-down,0,1
thumbs-up,1,0
thumb-up,1,0
thwart,0,1
tickle,1,0
tidy,1,0
time-consuming,0,1
time-honored,1,0
timely,1,0
timid,0,1
timidity,0,1
timidly,0,1
timidness,0,1
tingle,1,0
tingled,0,1
tingling,0,1
tin-y,0,1
tired,0,1
tiresome,0,1
tiring,0,1
tiringly,0,1
titillate,1,0
titillating,1,0
titillatingly,1,0
togetherness,1,0
toil,0,1
tolerable,1,0
toll,0,1
toll-free,1,0
top,1,0
top-heavy,0,1
topnotch,1,0
top-notch,1,0
topple,0,1
top-quality,1,0
tops,1,0
torment,0,1
tormented,0,1
torrent,0,1
tortuous,0,1
torture,0,1
tortured,0,1
tortures,0,1
torturing,0,1
torturous,0,1
torturously,0,1
totalitarian,0,1
touchy,0,1
tough,1,0
tougher,1,0
toughest,1,0
toughness,0,1
tout,0,1
touted,0,1
touts,0,1
toxic,0,1
traction,1,0
traduce,0,1
tragedy,0,1
tragic,0,1
tragically,0,1
traitor,0,1
traitorous,0,1
traitorously,0,1
tramp,0,1
trample,0,1
tranquil,1,0
tranquility,1,0
transgress,0,1
transgression,0,1
transparent,1,0
trap,0,1
traped,0,1
trapped,0,1
trash,0,1
trashed,0,1
trashy,0,1
trauma,0,1
traumatic,0,1
traumatically,0,1
traumatize,0,1
traumatized,0,1
travesties,0,1
travesty,0,1
treacherous,0,1
treacherously,0,1
treachery,0,1
treason,0,1
treasonous,0,1
treasure,1,0
tremendously,1,0
trendy,1,0
trick,0,1
tricked,0,1
trickery,0,1
tricky,0,1
triumph,1,0
triumphal,1,0
triumphant,1,0
triumphantly,1,0
trivial,0,1
trivialize,0,1
trivially,1,0
trophy,1,0
trouble,0,1
troubled,0,1
trouble-free,1,0
troublemaker,0,1
troubles,0,1
troublesome,0,1
troublesomely,0,1
troubling,0,1
troublingly,0,1
truant,0,1
trump,1,0
trumpet,1,0
trust,1,0
trusted,1,0
trusting,1,0
trustingly,1,0
trustworthiness,1,0
trustworthy,1,0
trusty,1,0
truthful,1,0
truthfully,1,0
truthfulness,1,0
tumble,0,1
tumbled,0,1
tumbles,0,1
tumultuous,0,1
turbulent,0,1
turmoil,0,1
twinkly,1,0
twist,0,1
twisted,0,1
twists,0,1
two-faced,0,1
two-faces,0,1
tyrannical,0,1
tyrannically,0,1
tyranny,0,1
tyrant,0,1
ugh,0,1
uglier,0,1
ugliest,0,1
ugliness,0,1
ugly,0,1
ulterior,0,1
ultimatum,0,1
ultimatums,0,1
ultra-crisp,1,0
ultra-hardline,0,1
unabashed,1,0
unabashedly,1,0
unable,0,1
unacceptable,0,1
unacceptablely,0,1
unacceptably,0,1
unaccessible,0,1
unaccustomed,0,1
unachievable,0,1
unaffected,1,0
unaffordable,0,1
unappealing,0,1
unassailable,1,0
unattractive,0,1
unauthentic,0,1
unavailable,0,1
unavoidably,0,1
unbearable,0,1
unbearablely,0,1
unbeatable,1,0
unbelievable,0,1
unbelievably,0,1
unbiased,1,0
unbound,1,0
uncaring,0,1
uncertain,0,1
uncivil,0,1
uncivilized,0,1
unclean,0,1
unclear,0,1
uncollectible,0,1
uncomfortable,0,1
uncomfortably,0,1
uncomfy,0,1
uncompetitive,0,1
uncomplicated,1,0
uncompromising,0,1
uncompromisingly,0,1
unconditional,1,0
unconfirmed,0,1
unconstitutional,0,1
uncontrolled,0,1
unconvincing,0,1
unconvincingly,0,1
uncooperative,0,1
uncouth,0,1
uncreative,0,1
undamaged,1,0
undaunted,1,0
undecided,0,1
undefined,0,1
undependability,0,1
undependable,0,1
undercut,0,1
undercuts,0,1
undercutting,0,1
underdog,0,1
underestimate,0,1
underlings,0,1
undermine,0,1
undermined,0,1
undermines,0,1
undermining,0,1
underpaid,0,1
underpowered,0,1
undersized,0,1
understandable,1,0
undesirable,0,1
undetermined,0,1
undid,0,1
undignified,0,1
undisputable,1,0
undisputably,1,0
undisputed,1,0
undissolved,0,1
undocumented,0,1
undone,0,1
undue,0,1
unease,0,1
uneasily,0,1
uneasiness,0,1
uneasy,0,1
uneconomical,0,1
unemployed,0,1
unencumbered,1,0
unequal,0,1
unequivocal,1,0
unequivocally,1,0
unethical,0,1
uneven,0,1
uneventful,0,1
unexpected,0,1
unexpectedly,0,1
unexplained,0,1
unfairly,0,1
unfaithful,0,1
unfaithfully,0,1
unfamiliar,0,1
unfavorable,0,1
unfazed,1,0
unfeeling,0,1
unfettered,1,0
unfinished,0,1
unfit,0,1
unforeseen,0,1
unforgettable,1,0
unforgiving,0,1
unfortunate,0,1
unfortunately,0,1
unfounded,0,1
unfriendly,0,1
unfulfilled,0,1
unfunded,0,1
ungovernable,0,1
ungrateful,0,1
unhappily,0,1
unhappiness,0,1
unhappy,0,1
unhealthy,0,1
unhelpful,0,1
unilateralism,0,1
unimaginable,0,1
unimaginably,0,1
unimportant,0,1
uninformed,0,1
uninsured,0,1
unintelligible,0,1
unintelligile,0,1
unipolar,0,1
unity,1,0
unjust,0,1
unjustifiable,0,1
unjustifiably,0,1
unjustified,0,1
unjustly,0,1
unkind,0,1
unkindly,0,1
unknown,0,1
unlamentable,0,1
unlamentably,0,1
unlawful,0,1
unlawfully,0,1
unlawfulness,0,1
unleash,0,1
unlicensed,0,1
unlikely,0,1
unlimited,1,0
unlucky,0,1
unmatched,1,0
unmoved,0,1
unnatural,0,1
unnaturally,0,1
unnecessary,0,1
unneeded,0,1
unnerve,0,1
unnerved,0,1
unnerving,0,1
unnervingly,0,1
unnoticed,0,1
unobserved,0,1
unorthodox,0,1
unorthodoxy,0,1
unparalleled,1,0
unpleasant,0,1
unpleasantries,0,1
unpopular,0,1
unpredictable,0,1
unprepared,0,1
unproductive,0,1
unprofitable,0,1
unprove,0,1
unproved,0,1
unproven,0,1
unproves,0,1
unproving,0,1
unqualified,0,1
unquestionable,1,0
unquestionably,1,0
unravel,0,1
unraveled,0,1
unreachable,0,1
unreadable,0,1
unreal,1,0
unrealistic,0,1
unreasonable,0,1
unreasonably,0,1
unrelenting,0,1
unrelentingly,0,1
unreliability,0,1
unreliable,0,1
unresolved,0,1
unresponsive,0,1
unrest,0,1
unrestricted,1,0
unrivaled,1,0
unruly,0,1
unsafe,0,1
unsatisfactory,0,1
unsavory,0,1
unscrupulous,0,1
unscrupulously,0,1
unsecure,0,1
unseemly,0,1
unselfish,1,0
unsettle,0,1
unsettled,0,1
unsettling,0,1
unsettlingly,0,1
unskilled,0,1
unsophisticated,0,1
unsound,0,1
unspeakable,0,1
unspeakablely,0,1
unspecified,0,1
unstable,0,1
unsteadily,0,1
unsteadiness,0,1
unsteady,0,1
unsuccessful,0,1
unsuccessfully,0,1
unsupported,0,1
unsupportive,0,1
unsure,0,1
unsuspecting,0,1
unsustainable,0,1
untenable,0,1
untested,0,1
unthinkable,0,1
unthinkably,0,1
untimely,0,1
untouched,0,1
untrue,0,1
untrustworthy,0,1
untruthful,0,1
unusable,0,1
unusably,0,1
unuseable,0,1
unuseably,0,1
unusual,0,1
unusually,0,1
unviewable,0,1
un-viewable,0,1
unwanted,0,1
unwarranted,0,1
unwatchable,0,1
unwavering,1,0
unwelcome,0,1
unwell,0,1
unwieldy,0,1
unwilling,0,1
unwillingly,0,1
unwillingness,0,1
unwise,0,1
unwisely,0,1
unworkable,0,1
unworthy,0,1
unyielding,0,1
upbeat,1,0
upbraid,0,1
upgradable,1,0
upgradeable,1,0
upgraded,1,0
upheaval,0,1
upheld,1,0
uphold,1,0
uplift,1,0
uplifting,1,0
upliftingly,1,0
upliftment,1,0
uprising,0,1
uproar,0,1
uproarious,0,1
uproariously,0,1
uproarous,0,1
uproarously,0,1
uproot,0,1
upscale,1,0
upset,0,1
upseting,0,1
upsets,0,1
upsetting,0,1
upsettingly,0,1
urgent,0,1
usable,1,0
useable,1,0
useful,1,0
useless,0,1
user-friendly,1,0
user-replaceable,1,0
usurp,0,1
usurper,0,1
utterly,0,1
vagrant,0,1
vague,0,1
vagueness,0,1
vain,0,1
vainly,0,1
valiant,1,0
valiantly,1,0
valor,1,0
valuable,1,0
vanity,0,1
variety,1,0
vehement,0,1
vehemently,0,1
venerate,1,0
vengeance,0,1
vengeful,0,1
vengefully,0,1
vengefulness,0,1
venom,0,1
venomous,0,1
venomously,0,1
vent,0,1
verifiable,1,0
veritable,1,0
versatile,1,0
versatility,1,0
vestiges,0,1
vex,0,1
vexation,0,1
vexing,0,1
vexingly,0,1
vibrant,1,0
vibrantly,1,0
vibrate,0,1
vibrated,0,1
vibrates,0,1
vibrating,0,1
vibration,0,1
vice,0,1
vicious,0,1
viciously,0,1
viciousness,0,1
victimize,0,1
victorious,1,0
victory,1,0
viewable,1,0
vigilance,1,0
vigilant,1,0
vile,0,1
vileness,0,1
vilify,0,1
villainous,0,1
villainously,0,1
villains,0,1
villian,0,1
villianous,0,1
villianously,0,1
villify,0,1
vindictive,0,1
vindictively,0,1
vindictiveness,0,1
violate,0,1
violation,0,1
violator,0,1
violators,0,1
violent,0,1
violently,0,1
viper,0,1
virtue,1,0
virtuous,1,0
virtuously,1,0
virulence,0,1
virulent,0,1
virulently,0,1
virus,0,1
visionary,1,0
vivacious,1,0
vivid,1,0
vociferous,0,1
vociferously,0,1
volatile,0,1
volatility,0,1
vomit,0,1
vomited,0,1
vomiting,0,1
vomits,0,1
vouch,1,0
vouchsafe,1,0
vulgar,0,1
vulnerable,0,1
wack,0,1
wail,0,1
wallow,0,1
wane,0,1
waning,0,1
wanton,0,1
warily,0,1
wariness,0,1
warlike,0,1
war-like,0,1
warm,1,0
warmer,1,0
warmhearted,1,0
warmly,1,0
warmth,1,0
warned,0,1
warning,0,1
warp,0,1
warped,0,1
wary,0,1
washed-out,0,1
waste,0,1
wasted,0,1
wasteful,0,1
wastefulness,0,1
wasting,0,1
water-down,0,1
watered-down,0,1
wayward,0,1
weak,0,1
weaken,0,1
weakening,0,1
weaker,0,1
weakness,0,1
weaknesses,0,1
wealthy,1,0
weariness,0,1
wearisome,0,1
weary,0,1
wedge,0,1
weed,0,1
weep,0,1
weird,0,1
weirdly,0,1
welcome,1,0
well,1,0
well-backlit,1,0
well-balanced,1,0
well-behaved,1,0
wellbeing,1,0
well-being,1,0
well-bred,1,0
well-connected,1,0
well-educated,1,0
well-established,1,0
well-informed,1,0
well-intentioned,1,0
well-known,1,0
well-made,1,0
well-managed,1,0
well-mannered,1,0
well-positioned,1,0
well-received,1,0
well-regarded,1,0
well-rounded,1,0
well-run,1,0
well-wishers,1,0
wheedle,0,1
whimper,0,1
whine,0,1
whining,0,1
whiny,0,1
whips,0,1
whoa,1,0
wholeheartedly,1,0
wholesome,1,0
whooa,1,0
whoooa,1,0
whore,0,1
whores,0,1
wicked,0,1
wickedly,0,1
wickedness,0,1
wieldy,1,0
wild,0,1
wildly,0,1
wiles,0,1
willing,1,0
willingly,1,0
willingness,1,0
wilt,0,1
wily,0,1
wimpy,0,1
win,1,0
wince,0,1
windfall,1,0
winnable,1,0
winner,1,0
winners,1,0
winning,1,0
wins,1,0
wisdom,1,0
wise,1,0
wisely,1,0
witty,1,0
wobble,0,1
wobbled,0,1
wobbles,0,1
woe,0,1
woebegone,0,1
woeful,0,1
woefully,0,1
womanizer,0,1
womanizing,0,1
won,1,0
wonder,1,0
wonderful,1,0
wonderfully,1,0
wonderous,1,0
wonderously,1,0
wonders,1,0
wondrous,1,0
woo,1,0
work,1,0
workable,1,0
worked,1,0
works,1,0
world-famous,1,0
worn,0,1
worried,0,1
worriedly,0,1
worrier,0,1
worries,0,1
worrisome,0,1
worry,0,1
worrying,0,1
worryingly,0,1
worse,0,1
worsen,0,1
worsening,0,1
worst,0,1
worth,1,0
worthiness,1,0
worthless,0,1
worthlessly,0,1
worthlessness,0,1
worthwhile,1,0
worth-while,1,0
worthy,1,0
wound,0,1
wounds,0,1
wow,1,0
wowed,1,0
wowing,1,0
wows,1,0
wrangle,0,1
wrath,0,1
wreak,0,1
wreaked,0,1
wreaks,0,1
wreck,0,1
wrest,0,1
wrestle,0,1
wretch,0,1
wretched,0,1
wretchedly,0,1
wretchedness,0,1
wrinkle,0,1
wrinkled,0,1
wrinkles,0,1
wrip,0,1
wripped,0,1
wripping,0,1
writhe,0,1
wrong,0,1
wrongful,0,1
wrongly,0,1
wrought,0,1
yawn,0,1
yay,1,0
youthful,1,0
zap,0,1
zapped,0,1
zaps,0,1
zeal,1,0
zealot,0,1
zealous,0,1
zealously,0,1
zenith,1,0
zest,1,0
zippy,1,0
zombie,0,1
FALSE,0,1
